"기업규모별","산업분류","시점","항목",데이터
"5규모(상용근로자 500~999인)","J.정보통신업(58~63)","2020","채용관련비용(모집비) (천원)",9.3
"5규모(상용근로자 500~999인)","J.정보통신업(58~63)","2020","교육훈련비용 (천원)",6.3
"5규모(상용근로자 500~999인)","J.정보통신업(58~63)","2021","상여금 및 성과금 (천원)",1236.8
"5규모(상용근로자 500~999인)","J.정보통신업(58~63)","2021","법정외 복지비용 (천원)",327.2
"5규모(상용근로자 500~999인)","J.정보통신업(58~63)","2021","채용관련비용(모집비) (천원)",13.8
"5규모(상용근로자 500~999인)","J.정보통신업(58~63)","2021","교육훈련비용 (천원)",8.4
"5규모(상용근로자 500~999인)","J.정보통신업(58~63)","2022","상여금 및 성과금 (천원)",813.1
"5규모(상용근로자 500~999인)","J.정보통신업(58~63)","2022","법정외 복지비용 (천원)",327.0
"5규모(상용근로자 500~999인)","J.정보통신업(58~63)","2022","채용관련비용(모집비) (천원)",22.8
"5규모(상용근로자 500~999인)","J.정보통신업(58~63)","2022","교육훈련비용 (천원)",30.3
"5규모(상용근로자 500~999인)","K.금융 및 보험업(64~66)","2019","상여금 및 성과금 (천원)",1804.3
"5규모(상용근로자 500~999인)","K.금융 및 보험업(64~66)","2019","법정외 복지비용 (천원)",259.9
"5규모(상용근로자 500~999인)","K.금융 및 보험업(64~66)","2019","채용관련비용(모집비) (천원)",13.1
"5규모(상용근로자 500~999인)","K.금융 및 보험업(64~66)","2019","교육훈련비용 (천원)",41.5
"5규모(상용근로자 500~999인)","K.금융 및 보험업(64~66)","2020","상여금 및 성과금 (천원)",1698.4
"5규모(상용근로자 500~999인)","K.금융 및 보험업(64~66)","2020","법정외 복지비용 (천원)",355.7
"5규모(상용근로자 500~999인)","K.금융 및 보험업(64~66)","2020","채용관련비용(모집비) (천원)",10.8
"5규모(상용근로자 500~999인)","K.금융 및 보험업(64~66)","2020","교육훈련비용 (천원)",28.9
"5규모(상용근로자 500~999인)","K.금융 및 보험업(64~66)","2021","상여금 및 성과금 (천원)",1765.2
"5규모(상용근로자 500~999인)","K.금융 및 보험업(64~66)","2021","법정외 복지비용 (천원)",288.7
"5규모(상용근로자 500~999인)","K.금융 및 보험업(64~66)","2021","채용관련비용(모집비) (천원)",12.9
"5규모(상용근로자 500~999인)","K.금융 및 보험업(64~66)","2021","교육훈련비용 (천원)",29.7
"5규모(상용근로자 500~999인)","K.금융 및 보험업(64~66)","2022","상여금 및 성과금 (천원)",2295.7
"5규모(상용근로자 500~999인)","K.금융 및 보험업(64~66)","2022","법정외 복지비용 (천원)",292.0
"5규모(상용근로자 500~999인)","K.금융 및 보험업(64~66)","2022","채용관련비용(모집비) (천원)",15.9
"5규모(상용근로자 500~999인)","K.금융 및 보험업(64~66)","2022","교육훈련비용 (천원)",38.1
"5규모(상용근로자 500~999인)","L.부동산업(68)","2019","상여금 및 성과금 (천원)",52.0
"5규모(상용근로자 500~999인)","L.부동산업(68)","2019","법정외 복지비용 (천원)",14.8
"5규모(상용근로자 500~999인)","L.부동산업(68)","2019","채용관련비용(모집비) (천원)",0.0
"5규모(상용근로자 500~999인)","L.부동산업(68)","2019","교육훈련비용 (천원)",2.0
"5규모(상용근로자 500~999인)","L.부동산업(68)","2020","상여금 및 성과금 (천원)",46.9
"5규모(상용근로자 500~999인)","L.부동산업(68)","2020","법정외 복지비용 (천원)",6.2
"5규모(상용근로자 500~999인)","L.부동산업(68)","2020","채용관련비용(모집비) (천원)",0.1
"5규모(상용근로자 500~999인)","L.부동산업(68)","2020","교육훈련비용 (천원)",0.4
"5규모(상용근로자 500~999인)","L.부동산업(68)","2021","상여금 및 성과금 (천원)",55.4
"5규모(상용근로자 500~999인)","L.부동산업(68)","2021","법정외 복지비용 (천원)",17.6
"5규모(상용근로자 500~999인)","L.부동산업(68)","2021","채용관련비용(모집비) (천원)",0.3
"5규모(상용근로자 500~999인)","L.부동산업(68)","2021","교육훈련비용 (천원)",1.5
"5규모(상용근로자 500~999인)","L.부동산업(68)","2022","상여금 및 성과금 (천원)",15.2
"5규모(상용근로자 500~999인)","L.부동산업(68)","2022","법정외 복지비용 (천원)",9.8
"5규모(상용근로자 500~999인)","L.부동산업(68)","2022","채용관련비용(모집비) (천원)",1.3
"5규모(상용근로자 500~999인)","L.부동산업(68)","2022","교육훈련비용 (천원)",3.0
"5규모(상용근로자 500~999인)","M.전문, 과학 및 기술 서비스업(70~73)","2019","상여금 및 성과금 (천원)",796.3
"5규모(상용근로자 500~999인)","M.전문, 과학 및 기술 서비스업(70~73)","2019","법정외 복지비용 (천원)",204.4
"5규모(상용근로자 500~999인)","M.전문, 과학 및 기술 서비스업(70~73)","2019","채용관련비용(모집비) (천원)",3.1
"5규모(상용근로자 500~999인)","M.전문, 과학 및 기술 서비스업(70~73)","2019","교육훈련비용 (천원)",21.8
"5규모(상용근로자 500~999인)","M.전문, 과학 및 기술 서비스업(70~73)","2020","상여금 및 성과금 (천원)",675.8
"5규모(상용근로자 500~999인)","M.전문, 과학 및 기술 서비스업(70~73)","2020","법정외 복지비용 (천원)",174.9
"5규모(상용근로자 500~999인)","M.전문, 과학 및 기술 서비스업(70~73)","2020","채용관련비용(모집비) (천원)",3.1
"5규모(상용근로자 500~999인)","M.전문, 과학 및 기술 서비스업(70~73)","2020","교육훈련비용 (천원)",12.9
"5규모(상용근로자 500~999인)","M.전문, 과학 및 기술 서비스업(70~73)","2021","상여금 및 성과금 (천원)",670.9
"5규모(상용근로자 500~999인)","M.전문, 과학 및 기술 서비스업(70~73)","2021","법정외 복지비용 (천원)",182.1
"5규모(상용근로자 500~999인)","M.전문, 과학 및 기술 서비스업(70~73)","2021","채용관련비용(모집비) (천원)",2.6
"5규모(상용근로자 500~999인)","M.전문, 과학 및 기술 서비스업(70~73)","2021","교육훈련비용 (천원)",7.0
"5규모(상용근로자 500~999인)","M.전문, 과학 및 기술 서비스업(70~73)","2022","상여금 및 성과금 (천원)",602.1
"5규모(상용근로자 500~999인)","M.전문, 과학 및 기술 서비스업(70~73)","2022","법정외 복지비용 (천원)",225.3
"5규모(상용근로자 500~999인)","M.전문, 과학 및 기술 서비스업(70~73)","2022","채용관련비용(모집비) (천원)",12.9
"5규모(상용근로자 500~999인)","M.전문, 과학 및 기술 서비스업(70~73)","2022","교육훈련비용 (천원)",19.5
"5규모(상용근로자 500~999인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2019","상여금 및 성과금 (천원)",103.4
"5규모(상용근로자 500~999인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2019","법정외 복지비용 (천원)",35.5
"5규모(상용근로자 500~999인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2019","채용관련비용(모집비) (천원)",1.9
"5규모(상용근로자 500~999인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2019","교육훈련비용 (천원)",2.0
"5규모(상용근로자 500~999인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2020","상여금 및 성과금 (천원)",67.3
"5규모(상용근로자 500~999인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2020","법정외 복지비용 (천원)",21.1
"5규모(상용근로자 500~999인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2020","채용관련비용(모집비) (천원)",2.3
"5규모(상용근로자 500~999인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2020","교육훈련비용 (천원)",1.9
"5규모(상용근로자 500~999인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2021","상여금 및 성과금 (천원)",72.7
"5규모(상용근로자 500~999인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2021","법정외 복지비용 (천원)",37.6
"5규모(상용근로자 500~999인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2021","채용관련비용(모집비) (천원)",3.5
"5규모(상용근로자 500~999인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2021","교육훈련비용 (천원)",2.6
"5규모(상용근로자 500~999인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2022","상여금 및 성과금 (천원)",151.0
"5규모(상용근로자 500~999인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2022","법정외 복지비용 (천원)",39.7
"5규모(상용근로자 500~999인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2022","채용관련비용(모집비) (천원)",5.5
"5규모(상용근로자 500~999인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2022","교육훈련비용 (천원)",3.8
"5규모(상용근로자 500~999인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2019","상여금 및 성과금 (천원)",0.0
"5규모(상용근로자 500~999인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2019","법정외 복지비용 (천원)",395.6
"5규모(상용근로자 500~999인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2019","채용관련비용(모집비) (천원)",6.8
"5규모(상용근로자 500~999인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2019","교육훈련비용 (천원)",0.5
"5규모(상용근로자 500~999인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2020","상여금 및 성과금 (천원)",-
"5규모(상용근로자 500~999인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2020","법정외 복지비용 (천원)",-
"5규모(상용근로자 500~999인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2020","채용관련비용(모집비) (천원)",-
"5규모(상용근로자 500~999인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2020","교육훈련비용 (천원)",-
"5규모(상용근로자 500~999인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2021","상여금 및 성과금 (천원)",-
"5규모(상용근로자 500~999인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2021","법정외 복지비용 (천원)",-
"5규모(상용근로자 500~999인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2021","채용관련비용(모집비) (천원)",-
"5규모(상용근로자 500~999인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2021","교육훈련비용 (천원)",-
"5규모(상용근로자 500~999인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2022","상여금 및 성과금 (천원)",-
"5규모(상용근로자 500~999인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2022","법정외 복지비용 (천원)",-
"5규모(상용근로자 500~999인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2022","채용관련비용(모집비) (천원)",-
"5규모(상용근로자 500~999인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2022","교육훈련비용 (천원)",-
"5규모(상용근로자 500~999인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2019","상여금 및 성과금 (천원)",453.5
"5규모(상용근로자 500~999인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2019","법정외 복지비용 (천원)",147.3
"5규모(상용근로자 500~999인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2019","채용관련비용(모집비) (천원)",7.2
"5규모(상용근로자 500~999인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2019","교육훈련비용 (천원)",20.0
"5규모(상용근로자 500~999인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2020","상여금 및 성과금 (천원)",557.3
"5규모(상용근로자 500~999인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2020","법정외 복지비용 (천원)",207.9
"5규모(상용근로자 500~999인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2020","채용관련비용(모집비) (천원)",5.2
"5규모(상용근로자 500~999인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2020","교육훈련비용 (천원)",50.8
"5규모(상용근로자 500~999인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2021","상여금 및 성과금 (천원)",594.6
"5규모(상용근로자 500~999인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2021","법정외 복지비용 (천원)",147.4
"5규모(상용근로자 500~999인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2021","채용관련비용(모집비) (천원)",9.8
"5규모(상용근로자 500~999인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2021","교육훈련비용 (천원)",33.6
"5규모(상용근로자 500~999인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2022","상여금 및 성과금 (천원)",-
"5규모(상용근로자 500~999인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2022","법정외 복지비용 (천원)",-
"5규모(상용근로자 500~999인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2022","채용관련비용(모집비) (천원)",-
"5규모(상용근로자 500~999인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2022","교육훈련비용 (천원)",-
"6규모(상용근로자 1000인 이상)","B.광업(05~08)","2019","상여금 및 성과금 (천원)",-
"6규모(상용근로자 1000인 이상)","B.광업(05~08)","2019","법정외 복지비용 (천원)",-
"6규모(상용근로자 1000인 이상)","B.광업(05~08)","2019","채용관련비용(모집비) (천원)",-
"6규모(상용근로자 1000인 이상)","B.광업(05~08)","2019","교육훈련비용 (천원)",-
"6규모(상용근로자 1000인 이상)","B.광업(05~08)","2020","상여금 및 성과금 (천원)",-
"6규모(상용근로자 1000인 이상)","B.광업(05~08)","2020","법정외 복지비용 (천원)",-
"6규모(상용근로자 1000인 이상)","B.광업(05~08)","2020","채용관련비용(모집비) (천원)",-
"6규모(상용근로자 1000인 이상)","B.광업(05~08)","2020","교육훈련비용 (천원)",-
"6규모(상용근로자 1000인 이상)","B.광업(05~08)","2021","상여금 및 성과금 (천원)",-
"6규모(상용근로자 1000인 이상)","B.광업(05~08)","2021","법정외 복지비용 (천원)",-
"6규모(상용근로자 1000인 이상)","B.광업(05~08)","2021","채용관련비용(모집비) (천원)",-
"6규모(상용근로자 1000인 이상)","B.광업(05~08)","2021","교육훈련비용 (천원)",-
"6규모(상용근로자 1000인 이상)","B.광업(05~08)","2022","상여금 및 성과금 (천원)",-
"6규모(상용근로자 1000인 이상)","B.광업(05~08)","2022","법정외 복지비용 (천원)",-
"6규모(상용근로자 1000인 이상)","B.광업(05~08)","2022","채용관련비용(모집비) (천원)",-
"6규모(상용근로자 1000인 이상)","B.광업(05~08)","2022","교육훈련비용 (천원)",-
"6규모(상용근로자 1000인 이상)","C.제조업(10~34)","2019","상여금 및 성과금 (천원)",2303.8
"6규모(상용근로자 1000인 이상)","C.제조업(10~34)","2019","법정외 복지비용 (천원)",583.5
"6규모(상용근로자 1000인 이상)","C.제조업(10~34)","2019","채용관련비용(모집비) (천원)",18.6
"6규모(상용근로자 1000인 이상)","C.제조업(10~34)","2019","교육훈련비용 (천원)",62.5
"6규모(상용근로자 1000인 이상)","C.제조업(10~34)","2020","상여금 및 성과금 (천원)",1987.4
"6규모(상용근로자 1000인 이상)","C.제조업(10~34)","2020","법정외 복지비용 (천원)",638.2
"6규모(상용근로자 1000인 이상)","C.제조업(10~34)","2020","채용관련비용(모집비) (천원)",16.1
"6규모(상용근로자 1000인 이상)","C.제조업(10~34)","2020","교육훈련비용 (천원)",47.0
"6규모(상용근로자 1000인 이상)","C.제조업(10~34)","2021","상여금 및 성과금 (천원)",2514.3
"6규모(상용근로자 1000인 이상)","C.제조업(10~34)","2021","법정외 복지비용 (천원)",644.6
"6규모(상용근로자 1000인 이상)","C.제조업(10~34)","2021","채용관련비용(모집비) (천원)",10.3
"6규모(상용근로자 1000인 이상)","C.제조업(10~34)","2021","교육훈련비용 (천원)",47.9
"6규모(상용근로자 1000인 이상)","C.제조업(10~34)","2022","상여금 및 성과금 (천원)",2731.1
"6규모(상용근로자 1000인 이상)","C.제조업(10~34)","2022","법정외 복지비용 (천원)",704.4
"6규모(상용근로자 1000인 이상)","C.제조업(10~34)","2022","채용관련비용(모집비) (천원)",17.6
"6규모(상용근로자 1000인 이상)","C.제조업(10~34)","2022","교육훈련비용 (천원)",72.6
"6규모(상용근로자 1000인 이상)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2019","상여금 및 성과금 (천원)",1940.6
"6규모(상용근로자 1000인 이상)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2019","법정외 복지비용 (천원)",145.8
"6규모(상용근로자 1000인 이상)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2019","채용관련비용(모집비) (천원)",18.3
"6규모(상용근로자 1000인 이상)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2019","교육훈련비용 (천원)",247.8
"6규모(상용근로자 1000인 이상)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2020","상여금 및 성과금 (천원)",2071.4
"6규모(상용근로자 1000인 이상)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2020","법정외 복지비용 (천원)",148.5
"6규모(상용근로자 1000인 이상)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2020","채용관련비용(모집비) (천원)",20.5
"6규모(상용근로자 1000인 이상)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2020","교육훈련비용 (천원)",127.7
"6규모(상용근로자 1000인 이상)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2021","상여금 및 성과금 (천원)",2027.0
"6규모(상용근로자 1000인 이상)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2021","법정외 복지비용 (천원)",216.0
"6규모(상용근로자 1000인 이상)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2021","채용관련비용(모집비) (천원)",24.9
"6규모(상용근로자 1000인 이상)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2021","교육훈련비용 (천원)",209.0
"6규모(상용근로자 1000인 이상)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2022","상여금 및 성과금 (천원)",2013.1
"6규모(상용근로자 1000인 이상)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2022","법정외 복지비용 (천원)",206.3
"6규모(상용근로자 1000인 이상)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2022","채용관련비용(모집비) (천원)",21.5
"6규모(상용근로자 1000인 이상)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2022","교육훈련비용 (천원)",193.0
"6규모(상용근로자 1000인 이상)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2019","상여금 및 성과금 (천원)",204.3
"6규모(상용근로자 1000인 이상)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2019","법정외 복지비용 (천원)",162.5
"6규모(상용근로자 1000인 이상)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2019","채용관련비용(모집비) (천원)",0.4
"6규모(상용근로자 1000인 이상)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2019","교육훈련비용 (천원)",8.0
"6규모(상용근로자 1000인 이상)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2020","상여금 및 성과금 (천원)",256.9
"6규모(상용근로자 1000인 이상)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2020","법정외 복지비용 (천원)",134.8
"6규모(상용근로자 1000인 이상)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2020","채용관련비용(모집비) (천원)",0.4
"6규모(상용근로자 1000인 이상)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2020","교육훈련비용 (천원)",7.5
"6규모(상용근로자 1000인 이상)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2021","상여금 및 성과금 (천원)",233.6
"6규모(상용근로자 1000인 이상)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2021","법정외 복지비용 (천원)",137.8
"6규모(상용근로자 1000인 이상)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2021","채용관련비용(모집비) (천원)",0.2
"6규모(상용근로자 1000인 이상)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2021","교육훈련비용 (천원)",8.5
"6규모(상용근로자 1000인 이상)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2022","상여금 및 성과금 (천원)",221.6
"6규모(상용근로자 1000인 이상)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2022","법정외 복지비용 (천원)",199.5
"6규모(상용근로자 1000인 이상)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2022","채용관련비용(모집비) (천원)",0.9
"6규모(상용근로자 1000인 이상)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2022","교육훈련비용 (천원)",2.7
"6규모(상용근로자 1000인 이상)","F.건설업(41~42)","2019","상여금 및 성과금 (천원)",856.8
"6규모(상용근로자 1000인 이상)","F.건설업(41~42)","2019","법정외 복지비용 (천원)",306.4
"6규모(상용근로자 1000인 이상)","F.건설업(41~42)","2019","채용관련비용(모집비) (천원)",4.7
"6규모(상용근로자 1000인 이상)","F.건설업(41~42)","2019","교육훈련비용 (천원)",52.1
"6규모(상용근로자 1000인 이상)","F.건설업(41~42)","2020","상여금 및 성과금 (천원)",906.9
"6규모(상용근로자 1000인 이상)","F.건설업(41~42)","2020","법정외 복지비용 (천원)",297.8
"6규모(상용근로자 1000인 이상)","F.건설업(41~42)","2020","채용관련비용(모집비) (천원)",7.1
"6규모(상용근로자 1000인 이상)","F.건설업(41~42)","2020","교육훈련비용 (천원)",55.4
"6규모(상용근로자 1000인 이상)","F.건설업(41~42)","2021","상여금 및 성과금 (천원)",1087.3
"6규모(상용근로자 1000인 이상)","F.건설업(41~42)","2021","법정외 복지비용 (천원)",299.4
"6규모(상용근로자 1000인 이상)","F.건설업(41~42)","2021","채용관련비용(모집비) (천원)",6.4
"6규모(상용근로자 1000인 이상)","F.건설업(41~42)","2021","교육훈련비용 (천원)",56.2
"6규모(상용근로자 1000인 이상)","F.건설업(41~42)","2022","상여금 및 성과금 (천원)",1342.8
"6규모(상용근로자 1000인 이상)","F.건설업(41~42)","2022","법정외 복지비용 (천원)",407.8
"6규모(상용근로자 1000인 이상)","F.건설업(41~42)","2022","채용관련비용(모집비) (천원)",11.6
"6규모(상용근로자 1000인 이상)","F.건설업(41~42)","2022","교육훈련비용 (천원)",62.9
"6규모(상용근로자 1000인 이상)","G.도매 및 소매업(45~47)","2019","상여금 및 성과금 (천원)",692.1
"6규모(상용근로자 1000인 이상)","G.도매 및 소매업(45~47)","2019","법정외 복지비용 (천원)",228.0
"6규모(상용근로자 1000인 이상)","G.도매 및 소매업(45~47)","2019","채용관련비용(모집비) (천원)",7.1
"6규모(상용근로자 1000인 이상)","G.도매 및 소매업(45~47)","2019","교육훈련비용 (천원)",20.6
"6규모(상용근로자 1000인 이상)","G.도매 및 소매업(45~47)","2020","상여금 및 성과금 (천원)",490.0
"6규모(상용근로자 1000인 이상)","G.도매 및 소매업(45~47)","2020","법정외 복지비용 (천원)",254.3
"6규모(상용근로자 1000인 이상)","G.도매 및 소매업(45~47)","2020","채용관련비용(모집비) (천원)",9.8
"6규모(상용근로자 1000인 이상)","G.도매 및 소매업(45~47)","2020","교육훈련비용 (천원)",12.4
"6규모(상용근로자 1000인 이상)","G.도매 및 소매업(45~47)","2021","상여금 및 성과금 (천원)",584.9
"6규모(상용근로자 1000인 이상)","G.도매 및 소매업(45~47)","2021","법정외 복지비용 (천원)",211.8
"6규모(상용근로자 1000인 이상)","G.도매 및 소매업(45~47)","2021","채용관련비용(모집비) (천원)",16.7
"6규모(상용근로자 1000인 이상)","G.도매 및 소매업(45~47)","2021","교육훈련비용 (천원)",17.2
"6규모(상용근로자 1000인 이상)","G.도매 및 소매업(45~47)","2022","상여금 및 성과금 (천원)",596.2
"6규모(상용근로자 1000인 이상)","G.도매 및 소매업(45~47)","2022","법정외 복지비용 (천원)",251.0
"6규모(상용근로자 1000인 이상)","G.도매 및 소매업(45~47)","2022","채용관련비용(모집비) (천원)",11.0
"6규모(상용근로자 1000인 이상)","G.도매 및 소매업(45~47)","2022","교육훈련비용 (천원)",18.4
"6규모(상용근로자 1000인 이상)","H.운수 및 창고업(49~52)","2019","상여금 및 성과금 (천원)",1338.7
"6규모(상용근로자 1000인 이상)","H.운수 및 창고업(49~52)","2019","법정외 복지비용 (천원)",381.5
"6규모(상용근로자 1000인 이상)","H.운수 및 창고업(49~52)","2019","채용관련비용(모집비) (천원)",4.3
"6규모(상용근로자 1000인 이상)","H.운수 및 창고업(49~52)","2019","교육훈련비용 (천원)",64.4
"6규모(상용근로자 1000인 이상)","H.운수 및 창고업(49~52)","2020","상여금 및 성과금 (천원)",932.0
"6규모(상용근로자 1000인 이상)","H.운수 및 창고업(49~52)","2020","법정외 복지비용 (천원)",349.2
"6규모(상용근로자 1000인 이상)","H.운수 및 창고업(49~52)","2020","채용관련비용(모집비) (천원)",3.4
"6규모(상용근로자 1000인 이상)","H.운수 및 창고업(49~52)","2020","교육훈련비용 (천원)",34.8
"6규모(상용근로자 1000인 이상)","H.운수 및 창고업(49~52)","2021","상여금 및 성과금 (천원)",1003.5
"6규모(상용근로자 1000인 이상)","H.운수 및 창고업(49~52)","2021","법정외 복지비용 (천원)",319.9
"6규모(상용근로자 1000인 이상)","H.운수 및 창고업(49~52)","2021","채용관련비용(모집비) (천원)",5.3
"6규모(상용근로자 1000인 이상)","H.운수 및 창고업(49~52)","2021","교육훈련비용 (천원)",28.0
"6규모(상용근로자 1000인 이상)","H.운수 및 창고업(49~52)","2022","상여금 및 성과금 (천원)",913.1
"6규모(상용근로자 1000인 이상)","H.운수 및 창고업(49~52)","2022","법정외 복지비용 (천원)",370.3
"6규모(상용근로자 1000인 이상)","H.운수 및 창고업(49~52)","2022","채용관련비용(모집비) (천원)",23.4
"6규모(상용근로자 1000인 이상)","H.운수 및 창고업(49~52)","2022","교육훈련비용 (천원)",28.8
"6규모(상용근로자 1000인 이상)","I.숙박 및 음식점업(55~56)","2019","상여금 및 성과금 (천원)",559.6
"6규모(상용근로자 1000인 이상)","I.숙박 및 음식점업(55~56)","2019","법정외 복지비용 (천원)",137.1
"6규모(상용근로자 1000인 이상)","I.숙박 및 음식점업(55~56)","2019","채용관련비용(모집비) (천원)",3.2
"6규모(상용근로자 1000인 이상)","I.숙박 및 음식점업(55~56)","2019","교육훈련비용 (천원)",19.3
"6규모(상용근로자 1000인 이상)","I.숙박 및 음식점업(55~56)","2020","상여금 및 성과금 (천원)",348.4
"6규모(상용근로자 1000인 이상)","I.숙박 및 음식점업(55~56)","2020","법정외 복지비용 (천원)",139.5
"6규모(상용근로자 1000인 이상)","I.숙박 및 음식점업(55~56)","2020","채용관련비용(모집비) (천원)",3.6
"6규모(상용근로자 1000인 이상)","I.숙박 및 음식점업(55~56)","2020","교육훈련비용 (천원)",21.4
"6규모(상용근로자 1000인 이상)","I.숙박 및 음식점업(55~56)","2021","상여금 및 성과금 (천원)",370.3
"6규모(상용근로자 1000인 이상)","I.숙박 및 음식점업(55~56)","2021","법정외 복지비용 (천원)",173.9
"6규모(상용근로자 1000인 이상)","I.숙박 및 음식점업(55~56)","2021","채용관련비용(모집비) (천원)",2.8
"6규모(상용근로자 1000인 이상)","I.숙박 및 음식점업(55~56)","2021","교육훈련비용 (천원)",9.6
"6규모(상용근로자 1000인 이상)","I.숙박 및 음식점업(55~56)","2022","상여금 및 성과금 (천원)",399.9
"6규모(상용근로자 1000인 이상)","I.숙박 및 음식점업(55~56)","2022","법정외 복지비용 (천원)",161.2
"6규모(상용근로자 1000인 이상)","I.숙박 및 음식점업(55~56)","2022","채용관련비용(모집비) (천원)",5.8
"6규모(상용근로자 1000인 이상)","I.숙박 및 음식점업(55~56)","2022","교육훈련비용 (천원)",16.4
"6규모(상용근로자 1000인 이상)","J.정보통신업(58~63)","2019","상여금 및 성과금 (천원)",1467.5
